_id,Disease,Year,PROVINCE,Week_no,Count
15271,Hand Foot Mouth,2016,Phetchaburi,10,4.0
15272,Hand Foot Mouth,2016,Phetchaburi,11,2.0
15273,Hand Foot Mouth,2016,Phetchaburi,12,3.0
15274,Hand Foot Mouth,2016,Phetchaburi,13,2.0
15275,Hand Foot Mouth,2016,Phetchaburi,14,2.0
15276,Hand Foot Mouth,2016,Phetchaburi,15,1.0
15277,Hand Foot Mouth,2016,Phetchaburi,16,1.0
15278,Hand Foot Mouth,2016,Phetchaburi,17,1.0
15279,Hand Foot Mouth,2016,Phetchaburi,18,2.0
15280,Hand Foot Mouth,2016,Phetchaburi,19,1.0
15281,Hand Foot Mouth,2016,Phetchaburi,20,3.0
15282,Hand Foot Mouth,2016,Phetchaburi,21,8.0
15283,Hand Foot Mouth,2016,Phetchaburi,22,2.0
15284,Hand Foot Mouth,2016,Phetchaburi,23,1.0
15285,Hand Foot Mouth,2016,Phetchaburi,24,4.0
15286,Hand Foot Mouth,2016,Phetchaburi,25,8.0
15287,Hand Foot Mouth,2016,Phetchaburi,26,16.0
15288,Hand Foot Mouth,2016,Phetchaburi,27,25.0
15289,Hand Foot Mouth,2016,Phetchaburi,28,45.0
15290,Hand Foot Mouth,2016,Phetchaburi,29,58.0
15291,Hand Foot Mouth,2016,Phetchaburi,30,31.0
15292,Hand Foot Mouth,2016,Phetchaburi,31,26.0
15293,Hand Foot Mouth,2016,Phetchaburi,32,20.0
15294,Hand Foot Mouth,2016,Phetchaburi,33,13.0
15295,Hand Foot Mouth,2016,Phetchaburi,34,13.0
15296,Hand Foot Mouth,2016,Phetchaburi,35,13.0
15297,Hand Foot Mouth,2016,Phetchaburi,36,14.0
15298,Hand Foot Mouth,2016,Phetchaburi,37,11.0
15299,Hand Foot Mouth,2016,Phetchaburi,38,10.0
15300,Hand Foot Mouth,2016,Phetchaburi,39,14.0
15301,Hand Foot Mouth,2016,Phetchaburi,40,7.0
15302,Hand Foot Mouth,2016,Phetchaburi,41,8.0
15303,Hand Foot Mouth,2016,Phetchaburi,42,7.0
15304,Hand Foot Mouth,2016,Phetchaburi,43,3.0
15305,Hand Foot Mouth,2016,Phetchaburi,44,6.0
15306,Hand Foot Mouth,2016,Phetchaburi,45,2.0
15307,Hand Foot Mouth,2016,Phetchaburi,46,7.0
15308,Hand Foot Mouth,2016,Phetchaburi,47,6.0
15309,Hand Foot Mouth,2016,Phetchaburi,48,5.0
15310,Hand Foot Mouth,2016,Phetchaburi,49,8.0
15311,Hand Foot Mouth,2016,Phetchaburi,50,16.0
15312,Hand Foot Mouth,2016,Phetchaburi,51,9.0
15313,Hand Foot Mouth,2016,Phetchaburi,52,7.0
15314,Hand Foot Mouth,2016,Prachuap Khiri Khan,1,21.0
15315,Hand Foot Mouth,2016,Prachuap Khiri Khan,2,9.0
15316,Hand Foot Mouth,2016,Prachuap Khiri Khan,3,10.0
15317,Hand Foot Mouth,2016,Prachuap Khiri Khan,4,10.0
15318,Hand Foot Mouth,2016,Prachuap Khiri Khan,5,5.0
15319,Hand Foot Mouth,2016,Prachuap Khiri Khan,6,1.0
15320,Hand Foot Mouth,2016,Prachuap Khiri Khan,7,1.0
15321,Hand Foot Mouth,2016,Prachuap Khiri Khan,8,6.0
15322,Hand Foot Mouth,2016,Prachuap Khiri Khan,9,3.0
15323,Hand Foot Mouth,2016,Prachuap Khiri Khan,10,8.0
15324,Hand Foot Mouth,2016,Prachuap Khiri Khan,11,2.0
15325,Hand Foot Mouth,2016,Prachuap Khiri Khan,12,4.0
15326,Hand Foot Mouth,2016,Prachuap Khiri Khan,13,2.0
15327,Hand Foot Mouth,2016,Prachuap Khiri Khan,14,5.0
15328,Hand Foot Mouth,2016,Prachuap Khiri Khan,15,3.0
15329,Hand Foot Mouth,2016,Prachuap Khiri Khan,16,1.0
15330,Hand Foot Mouth,2016,Prachuap Khiri Khan,17,8.0
15331,Hand Foot Mouth,2016,Prachuap Khiri Khan,18,3.0
15332,Hand Foot Mouth,2016,Prachuap Khiri Khan,19,8.0
15333,Hand Foot Mouth,2016,Prachuap Khiri Khan,20,4.0
15334,Hand Foot Mouth,2016,Prachuap Khiri Khan,21,2.0
15335,Hand Foot Mouth,2016,Prachuap Khiri Khan,22,4.0
15336,Hand Foot Mouth,2016,Prachuap Khiri Khan,23,10.0
15337,Hand Foot Mouth,2016,Prachuap Khiri Khan,24,18.0
15338,Hand Foot Mouth,2016,Prachuap Khiri Khan,25,11.0
15339,Hand Foot Mouth,2016,Prachuap Khiri Khan,26,11.0
15340,Hand Foot Mouth,2016,Prachuap Khiri Khan,27,25.0
15341,Hand Foot Mouth,2016,Prachuap Khiri Khan,28,36.0
15342,Hand Foot Mouth,2016,Prachuap Khiri Khan,29,26.0
15343,Hand Foot Mouth,2016,Prachuap Khiri Khan,30,14.0
15344,Hand Foot Mouth,2016,Prachuap Khiri Khan,31,21.0
15345,Hand Foot Mouth,2016,Prachuap Khiri Khan,32,15.0
15346,Hand Foot Mouth,2016,Prachuap Khiri Khan,33,12.0
15347,Hand Foot Mouth,2016,Prachuap Khiri Khan,34,10.0
15348,Hand Foot Mouth,2016,Prachuap Khiri Khan,35,6.0
15349,Hand Foot Mouth,2016,Prachuap Khiri Khan,36,16.0
15350,Hand Foot Mouth,2016,Prachuap Khiri Khan,37,7.0
15351,Hand Foot Mouth,2016,Prachuap Khiri Khan,38,4.0
15352,Hand Foot Mouth,2016,Prachuap Khiri Khan,39,6.0
15353,Hand Foot Mouth,2016,Prachuap Khiri Khan,40,5.0
15354,Hand Foot Mouth,2016,Prachuap Khiri Khan,41,8.0
15355,Hand Foot Mouth,2016,Prachuap Khiri Khan,42,2.0
15356,Hand Foot Mouth,2016,Prachuap Khiri Khan,43,2.0
15357,Hand Foot Mouth,2016,Prachuap Khiri Khan,44,8.0
15358,Hand Foot Mouth,2016,Prachuap Khiri Khan,45,6.0
15359,Hand Foot Mouth,2016,Prachuap Khiri Khan,46,13.0
15360,Hand Foot Mouth,2016,Prachuap Khiri Khan,47,12.0
15361,Hand Foot Mouth,2016,Prachuap Khiri Khan,48,6.0
15362,Hand Foot Mouth,2016,Prachuap Khiri Khan,49,9.0
15363,Hand Foot Mouth,2016,Prachuap Khiri Khan,50,3.0
15364,Hand Foot Mouth,2016,Prachuap Khiri Khan,51,2.0
15365,Hand Foot Mouth,2016,Prachuap Khiri Khan,52,5.0
15366,Hand Foot Mouth,2016,Nakhon Si Thammarat,1,21.0
15367,Hand Foot Mouth,2016,Nakhon Si Thammarat,2,17.0
15368,Hand Foot Mouth,2016,Nakhon Si Thammarat,3,33.0
15369,Hand Foot Mouth,2016,Nakhon Si Thammarat,4,26.0
15370,Hand Foot Mouth,2016,Nakhon Si Thammarat,5,16.0
15371,Hand Foot Mouth,2016,Nakhon Si Thammarat,6,14.0
15372,Hand Foot Mouth,2016,Nakhon Si Thammarat,7,11.0
15373,Hand Foot Mouth,2016,Nakhon Si Thammarat,8,17.0
15374,Hand Foot Mouth,2016,Nakhon Si Thammarat,9,7.0
15375,Hand Foot Mouth,2016,Nakhon Si Thammarat,10,11.0
15376,Hand Foot Mouth,2016,Nakhon Si Thammarat,11,6.0
15377,Hand Foot Mouth,2016,Nakhon Si Thammarat,12,5.0
15378,Hand Foot Mouth,2016,Nakhon Si Thammarat,13,3.0
15379,Hand Foot Mouth,2016,Nakhon Si Thammarat,14,4.0
15380,Hand Foot Mouth,2016,Nakhon Si Thammarat,15,5.0
15381,Hand Foot Mouth,2016,Nakhon Si Thammarat,16,9.0
15382,Hand Foot Mouth,2016,Nakhon Si Thammarat,17,11.0
15383,Hand Foot Mouth,2016,Nakhon Si Thammarat,18,4.0
15384,Hand Foot Mouth,2016,Nakhon Si Thammarat,19,4.0
15385,Hand Foot Mouth,2016,Nakhon Si Thammarat,20,3.0
15386,Hand Foot Mouth,2016,Nakhon Si Thammarat,21,6.0
15387,Hand Foot Mouth,2016,Nakhon Si Thammarat,22,10.0
15388,Hand Foot Mouth,2016,Nakhon Si Thammarat,23,5.0
15389,Hand Foot Mouth,2016,Nakhon Si Thammarat,24,23.0
15390,Hand Foot Mouth,2016,Nakhon Si Thammarat,25,45.0
15391,Hand Foot Mouth,2016,Nakhon Si Thammarat,26,69.0
15392,Hand Foot Mouth,2016,Nakhon Si Thammarat,27,61.0
15393,Hand Foot Mouth,2016,Nakhon Si Thammarat,28,71.0
15394,Hand Foot Mouth,2016,Nakhon Si Thammarat,29,47.0
15395,Hand Foot Mouth,2016,Nakhon Si Thammarat,30,32.0
15396,Hand Foot Mouth,2016,Nakhon Si Thammarat,31,33.0
15397,Hand Foot Mouth,2016,Nakhon Si Thammarat,32,23.0
15398,Hand Foot Mouth,2016,Nakhon Si Thammarat,33,13.0
15399,Hand Foot Mouth,2016,Nakhon Si Thammarat,34,24.0
15400,Hand Foot Mouth,2016,Nakhon Si Thammarat,35,24.0
15401,Hand Foot Mouth,2016,Nakhon Si Thammarat,36,29.0
15402,Hand Foot Mouth,2016,Nakhon Si Thammarat,37,33.0
15403,Hand Foot Mouth,2016,Nakhon Si Thammarat,38,23.0
15404,Hand Foot Mouth,2016,Nakhon Si Thammarat,39,32.0
15405,Hand Foot Mouth,2016,Nakhon Si Thammarat,40,19.0
15406,Hand Foot Mouth,2016,Nakhon Si Thammarat,41,16.0
15407,Hand Foot Mouth,2016,Nakhon Si Thammarat,42,31.0
15408,Hand Foot Mouth,2016,Nakhon Si Thammarat,43,17.0
15409,Hand Foot Mouth,2016,Nakhon Si Thammarat,44,16.0
15410,Hand Foot Mouth,2016,Nakhon Si Thammarat,45,19.0
15411,Hand Foot Mouth,2016,Nakhon Si Thammarat,46,39.0
15412,Hand Foot Mouth,2016,Nakhon Si Thammarat,47,65.0
15413,Hand Foot Mouth,2016,Nakhon Si Thammarat,48,68.0
15414,Hand Foot Mouth,2016,Nakhon Si Thammarat,49,38.0
15415,Hand Foot Mouth,2016,Nakhon Si Thammarat,50,49.0
15416,Hand Foot Mouth,2016,Nakhon Si Thammarat,51,48.0
15417,Hand Foot Mouth,2016,Nakhon Si Thammarat,52,40.0
15418,Hand Foot Mouth,2016,Krabi,1,6.0
15419,Hand Foot Mouth,2016,Krabi,2,2.0
15420,Hand Foot Mouth,2016,Krabi,3,8.0
15421,Hand Foot Mouth,2016,Krabi,4,2.0
15422,Hand Foot Mouth,2016,Krabi,5,8.0
15423,Hand Foot Mouth,2016,Krabi,6,8.0
15424,Hand Foot Mouth,2016,Krabi,7,8.0
15425,Hand Foot Mouth,2016,Krabi,8,1.0
15426,Hand Foot Mouth,2016,Krabi,9,8.0
15427,Hand Foot Mouth,2016,Krabi,10,1.0
15428,Hand Foot Mouth,2016,Krabi,11,8.0
15429,Hand Foot Mouth,2016,Krabi,12,8.0
15430,Hand Foot Mouth,2016,Krabi,13,8.0
15431,Hand Foot Mouth,2016,Krabi,14,8.0
15432,Hand Foot Mouth,2016,Krabi,15,8.0
15433,Hand Foot Mouth,2016,Krabi,16,2.0
15434,Hand Foot Mouth,2016,Krabi,17,8.0
15435,Hand Foot Mouth,2016,Krabi,18,8.0
15436,Hand Foot Mouth,2016,Krabi,19,8.0
15437,Hand Foot Mouth,2016,Krabi,20,8.0
15438,Hand Foot Mouth,2016,Krabi,21,8.0
15439,Hand Foot Mouth,2016,Krabi,22,8.0
15440,Hand Foot Mouth,2016,Krabi,23,2.0
15441,Hand Foot Mouth,2016,Krabi,24,1.0
15442,Hand Foot Mouth,2016,Krabi,25,2.0
15443,Hand Foot Mouth,2016,Krabi,26,2.0
15444,Hand Foot Mouth,2016,Krabi,27,9.0
15445,Hand Foot Mouth,2016,Krabi,28,6.0
15446,Hand Foot Mouth,2016,Krabi,29,4.0
15447,Hand Foot Mouth,2016,Krabi,30,2.0
15448,Hand Foot Mouth,2016,Krabi,31,3.0
15449,Hand Foot Mouth,2016,Krabi,32,3.0
15450,Hand Foot Mouth,2016,Krabi,33,3.0
15451,Hand Foot Mouth,2016,Krabi,34,3.0
15452,Hand Foot Mouth,2016,Krabi,35,8.0
15453,Hand Foot Mouth,2016,Krabi,36,3.0
15454,Hand Foot Mouth,2016,Krabi,37,7.0
15455,Hand Foot Mouth,2016,Krabi,38,6.0
15456,Hand Foot Mouth,2016,Krabi,39,5.0
15457,Hand Foot Mouth,2016,Krabi,40,5.0
15458,Hand Foot Mouth,2016,Krabi,41,4.0
15459,Hand Foot Mouth,2016,Krabi,42,2.0
15460,Hand Foot Mouth,2016,Krabi,43,8.0
15461,Hand Foot Mouth,2016,Krabi,44,6.0
15462,Hand Foot Mouth,2016,Krabi,45,8.0
15463,Hand Foot Mouth,2016,Krabi,46,9.0
15464,Hand Foot Mouth,2016,Krabi,47,24.0
15465,Hand Foot Mouth,2016,Krabi,48,20.0
15466,Hand Foot Mouth,2016,Krabi,49,12.0
15467,Hand Foot Mouth,2016,Krabi,50,15.0
15468,Hand Foot Mouth,2016,Krabi,51,19.0
15469,Hand Foot Mouth,2016,Krabi,52,10.0
15470,Hand Foot Mouth,2016,Phang Nga,1,6.0
15471,Hand Foot Mouth,2016,Phang Nga,2,5.0
15472,Hand Foot Mouth,2016,Phang Nga,3,4.0
15473,Hand Foot Mouth,2016,Phang Nga,4,3.0
15474,Hand Foot Mouth,2016,Phang Nga,5,2.0
15475,Hand Foot Mouth,2016,Phang Nga,6,1.0
15476,Hand Foot Mouth,2016,Phang Nga,7,1.0
15477,Hand Foot Mouth,2016,Phang Nga,8,1.0
15478,Hand Foot Mouth,2016,Phang Nga,9,1.0
15479,Hand Foot Mouth,2016,Phang Nga,10,1.0
15480,Hand Foot Mouth,2016,Phang Nga,11,1.0
15481,Hand Foot Mouth,2016,Phang Nga,12,2.0
15482,Hand Foot Mouth,2016,Phang Nga,13,1.0
15483,Hand Foot Mouth,2016,Phang Nga,14,2.0
15484,Hand Foot Mouth,2016,Phang Nga,15,3.0
15485,Hand Foot Mouth,2016,Phang Nga,16,8.0
15486,Hand Foot Mouth,2016,Phang Nga,17,2.0
15487,Hand Foot Mouth,2016,Phang Nga,18,1.0
15488,Hand Foot Mouth,2016,Phang Nga,19,8.0
15489,Hand Foot Mouth,2016,Phang Nga,20,8.0
15490,Hand Foot Mouth,2016,Phang Nga,21,2.0
15491,Hand Foot Mouth,2016,Phang Nga,22,2.0
15492,Hand Foot Mouth,2016,Phang Nga,23,3.0
15493,Hand Foot Mouth,2016,Phang Nga,24,3.0
15494,Hand Foot Mouth,2016,Phang Nga,25,2.0
15495,Hand Foot Mouth,2016,Phang Nga,26,2.0
15496,Hand Foot Mouth,2016,Phang Nga,27,6.0
15497,Hand Foot Mouth,2016,Phang Nga,28,9.0
15498,Hand Foot Mouth,2016,Phang Nga,29,6.0
15499,Hand Foot Mouth,2016,Phang Nga,30,5.0
15500,Hand Foot Mouth,2016,Phang Nga,31,2.0
15501,Hand Foot Mouth,2016,Phang Nga,32,4.0
15502,Hand Foot Mouth,2016,Phang Nga,33,5.0
15503,Hand Foot Mouth,2016,Phang Nga,34,4.0
15504,Hand Foot Mouth,2016,Phang Nga,35,9.0
15505,Hand Foot Mouth,2016,Phang Nga,36,4.0
15506,Hand Foot Mouth,2016,Phang Nga,37,4.0
15507,Hand Foot Mouth,2016,Phang Nga,38,6.0
15508,Hand Foot Mouth,2016,Phang Nga,39,8.0
15509,Hand Foot Mouth,2016,Phang Nga,40,2.0
15510,Hand Foot Mouth,2016,Phang Nga,41,2.0
15511,Hand Foot Mouth,2016,Phang Nga,42,8.0
15512,Hand Foot Mouth,2016,Phang Nga,43,7.0
15513,Hand Foot Mouth,2016,Phang Nga,44,4.0
15514,Hand Foot Mouth,2016,Phang Nga,45,2.0
15515,Hand Foot Mouth,2016,Phang Nga,46,12.0
15516,Hand Foot Mouth,2016,Phang Nga,47,6.0
15517,Hand Foot Mouth,2016,Phang Nga,48,5.0
15518,Hand Foot Mouth,2016,Phang Nga,49,2.0
15519,Hand Foot Mouth,2016,Phang Nga,50,5.0
15520,Hand Foot Mouth,2016,Phang Nga,51,8.0
15521,Hand Foot Mouth,2016,Phang Nga,52,12.0
15522,Hand Foot Mouth,2016,Phuket,1,7.0
15523,Hand Foot Mouth,2016,Phuket,2,2.0
15524,Hand Foot Mouth,2016,Phuket,3,5.0
15525,Hand Foot Mouth,2016,Phuket,4,5.0
15526,Hand Foot Mouth,2016,Phuket,5,7.0
15527,Hand Foot Mouth,2016,Phuket,6,5.0
15528,Hand Foot Mouth,2016,Phuket,7,2.0
15529,Hand Foot Mouth,2016,Phuket,8,3.0
15530,Hand Foot Mouth,2016,Phuket,9,8.0
15531,Hand Foot Mouth,2016,Phuket,10,3.0
15532,Hand Foot Mouth,2016,Phuket,11,8.0
15533,Hand Foot Mouth,2016,Phuket,12,2.0
15534,Hand Foot Mouth,2016,Phuket,13,3.0
15535,Hand Foot Mouth,2016,Phuket,14,1.0
15536,Hand Foot Mouth,2016,Phuket,15,2.0
15537,Hand Foot Mouth,2016,Phuket,16,1.0
15538,Hand Foot Mouth,2016,Phuket,17,8.0
15539,Hand Foot Mouth,2016,Phuket,18,1.0
15540,Hand Foot Mouth,2016,Phuket,19,1.0
15541,Hand Foot Mouth,2016,Phuket,20,2.0
15542,Hand Foot Mouth,2016,Phuket,21,4.0
15543,Hand Foot Mouth,2016,Phuket,22,5.0
15544,Hand Foot Mouth,2016,Phuket,23,7.0
15545,Hand Foot Mouth,2016,Phuket,24,8.0
15546,Hand Foot Mouth,2016,Phuket,25,11.0
15547,Hand Foot Mouth,2016,Phuket,26,10.0
15548,Hand Foot Mouth,2016,Phuket,27,12.0
15549,Hand Foot Mouth,2016,Phuket,28,10.0
15550,Hand Foot Mouth,2016,Phuket,29,9.0
15551,Hand Foot Mouth,2016,Phuket,30,11.0
15552,Hand Foot Mouth,2016,Phuket,31,8.0
15553,Hand Foot Mouth,2016,Phuket,32,9.0
15554,Hand Foot Mouth,2016,Phuket,33,8.0
15555,Hand Foot Mouth,2016,Phuket,34,3.0
15556,Hand Foot Mouth,2016,Phuket,35,9.0
15557,Hand Foot Mouth,2016,Phuket,36,4.0
15558,Hand Foot Mouth,2016,Phuket,37,8.0
15559,Hand Foot Mouth,2016,Phuket,38,3.0
15560,Hand Foot Mouth,2016,Phuket,39,2.0
15561,Hand Foot Mouth,2016,Phuket,40,6.0
15562,Hand Foot Mouth,2016,Phuket,41,6.0
15563,Hand Foot Mouth,2016,Phuket,42,8.0
15564,Hand Foot Mouth,2016,Phuket,43,6.0
15565,Hand Foot Mouth,2016,Phuket,44,4.0
15566,Hand Foot Mouth,2016,Phuket,45,1.0
15567,Hand Foot Mouth,2016,Phuket,46,4.0
15568,Hand Foot Mouth,2016,Phuket,47,12.0
15569,Hand Foot Mouth,2016,Phuket,48,15.0
15570,Hand Foot Mouth,2016,Phuket,49,5.0
15571,Hand Foot Mouth,2016,Phuket,50,8.0
15572,Hand Foot Mouth,2016,Phuket,51,10.0
15573,Hand Foot Mouth,2016,Phuket,52,11.0
15574,Hand Foot Mouth,2016,Surat Thani,1,23.0
15575,Hand Foot Mouth,2016,Surat Thani,2,17.0
15576,Hand Foot Mouth,2016,Surat Thani,3,26.0
15577,Hand Foot Mouth,2016,Surat Thani,4,18.0
15578,Hand Foot Mouth,2016,Surat Thani,5,16.0
15579,Hand Foot Mouth,2016,Surat Thani,6,8.0
15580,Hand Foot Mouth,2016,Surat Thani,7,13.0
15581,Hand Foot Mouth,2016,Surat Thani,8,14.0
15582,Hand Foot Mouth,2016,Surat Thani,9,10.0
15583,Hand Foot Mouth,2016,Surat Thani,10,7.0
15584,Hand Foot Mouth,2016,Surat Thani,11,8.0
15585,Hand Foot Mouth,2016,Surat Thani,12,2.0
15586,Hand Foot Mouth,2016,Surat Thani,13,3.0
15587,Hand Foot Mouth,2016,Surat Thani,14,3.0
15588,Hand Foot Mouth,2016,Surat Thani,15,1.0
15589,Hand Foot Mouth,2016,Surat Thani,16,5.0
15590,Hand Foot Mouth,2016,Surat Thani,17,5.0
15591,Hand Foot Mouth,2016,Surat Thani,18,5.0
15592,Hand Foot Mouth,2016,Surat Thani,19,4.0
15593,Hand Foot Mouth,2016,Surat Thani,20,6.0
15594,Hand Foot Mouth,2016,Surat Thani,21,3.0
15595,Hand Foot Mouth,2016,Surat Thani,22,9.0
15596,Hand Foot Mouth,2016,Surat Thani,23,15.0
15597,Hand Foot Mouth,2016,Surat Thani,24,15.0
15598,Hand Foot Mouth,2016,Surat Thani,25,19.0
15599,Hand Foot Mouth,2016,Surat Thani,26,43.0
15600,Hand Foot Mouth,2016,Surat Thani,27,46.0
15601,Hand Foot Mouth,2016,Surat Thani,28,75.0
15602,Hand Foot Mouth,2016,Surat Thani,29,44.0
15603,Hand Foot Mouth,2016,Surat Thani,30,52.0
15604,Hand Foot Mouth,2016,Surat Thani,31,47.0
15605,Hand Foot Mouth,2016,Surat Thani,32,39.0
15606,Hand Foot Mouth,2016,Surat Thani,33,29.0
15607,Hand Foot Mouth,2016,Surat Thani,34,27.0
15608,Hand Foot Mouth,2016,Surat Thani,35,21.0
15609,Hand Foot Mouth,2016,Surat Thani,36,14.0
15610,Hand Foot Mouth,2016,Surat Thani,37,35.0
15611,Hand Foot Mouth,2016,Surat Thani,38,39.0
15612,Hand Foot Mouth,2016,Surat Thani,39,45.0
15613,Hand Foot Mouth,2016,Surat Thani,40,35.0
15614,Hand Foot Mouth,2016,Surat Thani,41,31.0
15615,Hand Foot Mouth,2016,Surat Thani,42,15.0
15616,Hand Foot Mouth,2016,Surat Thani,43,15.0
15617,Hand Foot Mouth,2016,Surat Thani,44,8.0
15618,Hand Foot Mouth,2016,Surat Thani,45,21.0
15619,Hand Foot Mouth,2016,Surat Thani,46,23.0
15620,Hand Foot Mouth,2016,Surat Thani,47,25.0
15621,Hand Foot Mouth,2016,Surat Thani,48,31.0
15622,Hand Foot Mouth,2016,Surat Thani,49,32.0
15623,Hand Foot Mouth,2016,Surat Thani,50,43.0
15624,Hand Foot Mouth,2016,Surat Thani,51,43.0
15625,Hand Foot Mouth,2016,Surat Thani,52,43.0
15626,Hand Foot Mouth,2016,Ranong,1,6.0
15627,Hand Foot Mouth,2016,Ranong,2,9.0
15628,Hand Foot Mouth,2016,Ranong,3,3.0
15629,Hand Foot Mouth,2016,Ranong,4,3.0
15630,Hand Foot Mouth,2016,Ranong,5,2.0
15631,Hand Foot Mouth,2016,Ranong,6,8.0
15632,Hand Foot Mouth,2016,Ranong,7,1.0
15633,Hand Foot Mouth,2016,Ranong,8,8.0
15634,Hand Foot Mouth,2016,Ranong,9,8.0
15635,Hand Foot Mouth,2016,Ranong,10,8.0
15636,Hand Foot Mouth,2016,Ranong,11,8.0
15637,Hand Foot Mouth,2016,Ranong,12,8.0
15638,Hand Foot Mouth,2016,Ranong,13,8.0
15639,Hand Foot Mouth,2016,Ranong,14,8.0
15640,Hand Foot Mouth,2016,Ranong,15,1.0
15641,Hand Foot Mouth,2016,Ranong,16,8.0
15642,Hand Foot Mouth,2016,Ranong,17,8.0
15643,Hand Foot Mouth,2016,Ranong,18,8.0
15644,Hand Foot Mouth,2016,Ranong,19,8.0
15645,Hand Foot Mouth,2016,Ranong,20,8.0
15646,Hand Foot Mouth,2016,Ranong,21,1.0
15647,Hand Foot Mouth,2016,Ranong,22,9.0
15648,Hand Foot Mouth,2016,Ranong,23,15.0
15649,Hand Foot Mouth,2016,Ranong,24,24.0
15650,Hand Foot Mouth,2016,Ranong,25,34.0
15651,Hand Foot Mouth,2016,Ranong,26,20.0
15652,Hand Foot Mouth,2016,Ranong,27,11.0
15653,Hand Foot Mouth,2016,Ranong,28,16.0
15654,Hand Foot Mouth,2016,Ranong,29,7.0
15655,Hand Foot Mouth,2016,Ranong,30,4.0
15656,Hand Foot Mouth,2016,Ranong,31,10.0
15657,Hand Foot Mouth,2016,Ranong,32,1.0
15658,Hand Foot Mouth,2016,Ranong,33,2.0
15659,Hand Foot Mouth,2016,Ranong,34,2.0
15660,Hand Foot Mouth,2016,Ranong,35,1.0
15661,Hand Foot Mouth,2016,Ranong,36,1.0
15662,Hand Foot Mouth,2016,Ranong,37,3.0
15663,Hand Foot Mouth,2016,Ranong,38,4.0
15664,Hand Foot Mouth,2016,Ranong,39,2.0
15665,Hand Foot Mouth,2016,Ranong,40,5.0
15666,Hand Foot Mouth,2016,Ranong,41,4.0
15667,Hand Foot Mouth,2016,Ranong,42,2.0
15668,Hand Foot Mouth,2016,Ranong,43,1.0
15669,Hand Foot Mouth,2016,Ranong,44,6.0
15670,Hand Foot Mouth,2016,Ranong,45,6.0
15671,Hand Foot Mouth,2016,Ranong,46,4.0
15672,Hand Foot Mouth,2016,Ranong,47,4.0
15673,Hand Foot Mouth,2016,Ranong,48,8.0
15674,Hand Foot Mouth,2016,Ranong,49,4.0
15675,Hand Foot Mouth,2016,Ranong,50,8.0
15676,Hand Foot Mouth,2016,Ranong,51,6.0
15677,Hand Foot Mouth,2016,Ranong,52,2.0
15678,Hand Foot Mouth,2016,Chumphon,1,7.0
15679,Hand Foot Mouth,2016,Chumphon,2,7.0
15680,Hand Foot Mouth,2016,Chumphon,3,7.0
15681,Hand Foot Mouth,2016,Chumphon,4,11.0
15682,Hand Foot Mouth,2016,Chumphon,5,4.0
15683,Hand Foot Mouth,2016,Chumphon,6,4.0
15684,Hand Foot Mouth,2016,Chumphon,7,6.0
15685,Hand Foot Mouth,2016,Chumphon,8,3.0
15686,Hand Foot Mouth,2016,Chumphon,9,4.0
15687,Hand Foot Mouth,2016,Chumphon,10,1.0
15688,Hand Foot Mouth,2016,Chumphon,11,2.0
15689,Hand Foot Mouth,2016,Chumphon,12,2.0
15690,Hand Foot Mouth,2016,Chumphon,13,3.0
15691,Hand Foot Mouth,2016,Chumphon,14,8.0
15692,Hand Foot Mouth,2016,Chumphon,15,4.0
15693,Hand Foot Mouth,2016,Chumphon,16,1.0
15694,Hand Foot Mouth,2016,Chumphon,17,8.0
15695,Hand Foot Mouth,2016,Chumphon,18,2.0
15696,Hand Foot Mouth,2016,Chumphon,19,1.0
15697,Hand Foot Mouth,2016,Chumphon,20,3.0
15698,Hand Foot Mouth,2016,Chumphon,21,2.0
15699,Hand Foot Mouth,2016,Chumphon,22,3.0
15700,Hand Foot Mouth,2016,Chumphon,23,13.0
15701,Hand Foot Mouth,2016,Chumphon,24,19.0
15702,Hand Foot Mouth,2016,Chumphon,25,28.0
15703,Hand Foot Mouth,2016,Chumphon,26,29.0
15704,Hand Foot Mouth,2016,Chumphon,27,59.0
15705,Hand Foot Mouth,2016,Chumphon,28,58.0
15706,Hand Foot Mouth,2016,Chumphon,29,52.0
15707,Hand Foot Mouth,2016,Chumphon,30,21.0
15708,Hand Foot Mouth,2016,Chumphon,31,16.0
15709,Hand Foot Mouth,2016,Chumphon,32,18.0
15710,Hand Foot Mouth,2016,Chumphon,33,21.0
15711,Hand Foot Mouth,2016,Chumphon,34,16.0
15712,Hand Foot Mouth,2016,Chumphon,35,7.0
15713,Hand Foot Mouth,2016,Chumphon,36,3.0
15714,Hand Foot Mouth,2016,Chumphon,37,2.0
15715,Hand Foot Mouth,2016,Chumphon,38,6.0
15716,Hand Foot Mouth,2016,Chumphon,39,4.0
15717,Hand Foot Mouth,2016,Chumphon,40,4.0
15718,Hand Foot Mouth,2016,Chumphon,41,5.0
15719,Hand Foot Mouth,2016,Chumphon,42,1.0
15720,Hand Foot Mouth,2016,Chumphon,43,8.0
15721,Hand Foot Mouth,2016,Chumphon,44,5.0
15722,Hand Foot Mouth,2016,Chumphon,45,2.0
15723,Hand Foot Mouth,2016,Chumphon,46,2.0
15724,Hand Foot Mouth,2016,Chumphon,47,5.0
15725,Hand Foot Mouth,2016,Chumphon,48,7.0
